CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
40897418,NB. NATIONAL BAKERY,Bronx,1193,WALTON AVENUE,10452,7185375105,Bakery Products/Desserts,02/10/2025,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,16,,,12/12/2025,Cycle Inspection / Initial Inspection,40.834709717822,-73.919690750095,204,16,019700,2002959,2024790024,BX63,POINT (-73.919690750095 40.834709717822)
50125015,HAV & MAR RESTAURANT,Manhattan,601,WEST   26 STREET,10001,2123288041,Fusion,09/02/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A,09/02/2025,12/12/2025,Cycle Inspection / Initial Inspection,40.750926696187,-74.005955224,104,03,009900,1012268,1006720001,MN13,POINT (-74.005955224 40.750926696187)
50050739,CARVEL,Bronx,2231A,GRAND CONCOURSE,10453,7183292253,Frozen Desserts,10/21/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,10/21/2022,12/12/2025,Cycle Inspection / Initial Inspection,40.856070941019,-73.900769480942,205,14,023704,2013772,2031630040,BX40,POINT (-73.900769480942 40.856070941019)
50058790,RANDIWA,Staten Island,1405,RICHMOND AVENUE,10314,7184771044,Indian,12/15/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,20,,,12/12/2025,Cycle Inspection / Initial Inspection,40.614106413658,-74.157794970215,502,50,029104,5101749,5015440053,SI05,POINT (-74.157794970215 40.614106413658)
50070070,GONG CHA SKYVIEW LLC,Queens,40-24,COLLEGE POINT BOULEVARD,11354,9176811688,Coffee/Tea,07/10/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,07/10/2024,12/12/2025,Cycle Inspection / Initial Inspection,40.757688085016,-73.834128206733,407,20,087100,4540380,4050667501,QN22,POINT (-73.834128206733 40.757688085016)
50154533,MEZEH,Manhattan,111,FULTON STREET,10038,9294989747,Mediterranean,09/09/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,57,,,12/12/2025,Pre-permit (Operational) / Compliance Inspection,40.709741446444,-74.006791958532,101,01,001501,1001263,1000917502,MN25,POINT (-74.006791958532 40.709741446444)
50069047,MELA PIZZA,Queens,31-01,NEWTOWN AVENUE,11102,7187775533,Pizza,06/13/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,0,,,12/12/2025,Cycle Inspection / Initial Inspection,40.767529937995,-73.92068543492,401,22,007100,4008612,4006190023,QN71,POINT (-73.92068543492 40.767529937995)
50045884,TAQUERIA DIANA,Manhattan,524,9 AVENUE,10018,6466844541,Mexican,02/01/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10,A,02/01/2023,12/12/2025,Cycle Inspection / Re-inspection,40.756608343883,-73.993939589546,104,03,011500,1013674,1007630001,MN15,POINT (-73.993939589546 40.756608343883)
41080814,GOTTLIEB'S,Brooklyn,352,ROEBLING STREET,11211,7183846612,Jewish/Kosher,03/10/2022,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,53,,,12/12/2025,Cycle Inspection / Initial Inspection,40.707734116989,-73.961114235909,301,33,052500,3059737,3021480033,BK73,POINT (-73.961114235909 40.707734116989)
50111177,WENDYS,Brooklyn,420,86 STREET,11209,5613016257,Sandwiches,02/13/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,02/13/2025,12/12/2025,Cycle Inspection / Initial Inspection,40.622448859914,-74.027809389901,310,47,016000,3153528,3060450013,BK31,POINT (-74.027809389901 40.622448859914)
40711820,DAGAN PIZZA,Brooklyn,6187,STRICKLAND AVENUE,11234,7182090636,Jewish/Kosher,01/21/2025,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,27,B,01/21/2025,12/12/2025,Cycle Inspection / Re-inspection,40.613198810025,-73.912156869306,318,46,069800,3238591,3084701120,BK45,POINT (-73.912156869306 40.613198810025)
50010711,212 STEAKHOUSE,Manhattan,316,EAST   53 STREET,10022,9294357300,Steakhouse,07/06/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,49,,,12/12/2025,Cycle Inspection / Initial Inspection,40.756482854135,-73.966532447413,106,04,009800,1039814,1013450045,MN19,POINT (-73.966532447413 40.756482854135)
50116397,SUPREME EMPANADAS,Queens,137-32,ROCKAWAY BOULEVARD,11436,3472294020,Other,05/14/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,21,,,12/12/2025,Cycle Inspection / Initial Inspection,40.674320728434,-73.801126416139,412,28,079000,4261723,4120520018,QN76,POINT (-73.801126416139 40.674320728434)
41593751,RINCONCITO PAISA-COLOMBIAN BAKERY & RESTAURANT,Staten Island,1976,FOREST AVENUE,10303,7184420880,Latin American,10/23/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,49,,,12/12/2025,Cycle Inspection / Initial Inspection,40.625797431576,-74.155081260501,501,49,030302,5113443,5016960026,SI12,POINT (-74.155081260501 40.625797431576)
40364744,NEW PARK PIZZERIA & RESTAURANT,Queens,156-71,CROSSBAY BOULEVARD,11414,7186413082,Pizza,12/04/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,12/04/2023,12/12/2025,Cycle Inspection / Re-inspection,40.663101703308,-73.840837932811,410,32,088400,4294806,4141480033,QN57,POINT (-73.840837932811 40.663101703308)
41022637,STONE PARK CAFE,Brooklyn,324,5 AVENUE,11215,7183690082,American,11/30/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,18,B,11/30/2022,12/12/2025,Cycle Inspection / Re-inspection,40.672883604537,-73.983218785238,306,39,013500,3020905,3009740044,BK37,POINT (-73.983218785238 40.672883604537)
50178909,BAO'S WOK,Queens,37-09,COLLEGE POINT BOULEVARD,11354,3479727833,Chinese,11/25/2025,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,12/12/2025,Administrative Miscellaneous / Initial Inspection,40.760052364497,-73.834847851894,407,20,087100,4620808,4049727505,QN22,POINT (-73.834847851894 40.760052364497)
50058916,LA ESQUINA,Manhattan,200,WEST   55 STREET,10019,6466137100,Mexican,09/14/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,0,A,09/14/2022,12/12/2025,Cycle Inspection / Re-inspection,40.764284048462,-73.981170483475,105,06,013700,1024856,1010260036,MN17,POINT (-73.981170483475 40.764284048462)
41467424,SINGAS FAMOUS PIZZA,Queens,63-53,108 STREET,11375,7184593441,Pizza,03/06/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,03/06/2024,12/12/2025,Cycle Inspection / Re-inspection,40.7334844599,-73.849873900586,406,29,074300,4051602,4021690001,QN17,POINT (-73.849873900586 40.7334844599)
50102940,CORATO 1,Queens,66-94,FRESH POND ROAD,11385,7184976177,Pizza,10/24/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,26,,,12/12/2025,Cycle Inspection / Initial Inspection,40.705882584331,-73.896647739042,405,30,058500,4085039,4035310048,QN20,POINT (-73.896647739042 40.705882584331)
50174508,MEZZE CAFE,Queens,0,LAGURADIA AIRPORT,,9176840703,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,0,0,,,,,4,,
50163228,MITO,Brooklyn,280,ASHLAND PLACE,11217,9175180388,Asian/Asian Fusion,06/04/2025,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,19,N,,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.6869854225,-73.978235678483,302,35,003300,3423543,3021077502,BK68,POINT (-73.978235678483 40.6869854225)
50059484,EL BURRO MEXICAN GRILL,Brooklyn,324,SUYDAM STREET,11237,7184170381,Mexican,05/05/2022,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,11,A,05/05/2022,12/12/2025,Cycle Inspection / Initial Inspection,40.703295475393,-73.922554653147,304,34,042900,3073227,3032200031,BK77,POINT (-73.922554653147 40.703295475393)
41072888,ROSELLA'S PIZZERIA,Manhattan,164,WILLIAM STREET,10038,2126128260,Pizza,05/16/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26,,,12/12/2025,Cycle Inspection / Initial Inspection,40.710227327489,-74.005753188064,101,01,001501,1001282,1000930024,MN25,POINT (-74.005753188064 40.710227327489)
50148792,OAKLAND CITY VIEW CAFE,Queens,222-05,56 AVENUE,11364,7182816244,American,04/30/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,5,N,,12/12/2025,Pre-permit (Non-operational) / Initial Inspection,40.753482206774,-73.757955628517,411,23,138501,4439440,4074900002,QN42,POINT (-73.757955628517 40.753482206774)
50099874,LARK CAFE,Brooklyn,1007,CHURCH AVENUE,11218,7186761410,Coffee/Tea,08/02/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,B,08/02/2024,12/12/2025,Cycle Inspection / Re-inspection,40.646673793259,-73.970133648974,314,40,050600,3116332,3050710044,BK42,POINT (-73.970133648974 40.646673793259)
50104950,TANDOORI KITCHEN,Queens,154-12,ROCKAWAY BOULEVARD,11434,3476767746,Indian,04/13/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,63,,,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.667932622227,-73.78100952164,412,28,029400,4541582,4121370141,QN02,POINT (-73.78100952164 40.667932622227)
50056249,UNITED NATIONS FEDERAL CREDIT UNION,Queens,24-01,44 ROAD,11101,3474183759,American,04/14/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,43,,,12/12/2025,Cycle Inspection / Initial Inspection,40.748198484623,-73.943730856519,402,26,001900,4005157,4004350001,QN31,POINT (-73.943730856519 40.748198484623)
50141450,LENG EARTH FOOD,Queens,205-09,HOLLIS AVENUE,11412,9178051504,Caribbean,01/31/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,53,,,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.707015412933,-73.752584872501,412,27,051000,4233468,4109110033,QN07,POINT (-73.752584872501 40.707015412933)
50135309,TASTY HAND-PULLED NOODLES,Manhattan,1,DOYERS STREET,10013,2127911817,Chinese,10/25/2024,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,13,A,10/25/2024,12/12/2025,Cycle Inspection / Initial Inspection,40.714086592864,-73.997633660983,103,01,002900,1001725,1001620133,MN27,POINT (-73.997633660983 40.714086592864)
50117604,CHARLEYS PHILLY CHEESE STEAK&WINGS,Bronx,815,HUTCHINSON RIVER PARKWAY,10465,6467755529,American,07/28/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,11,A,07/28/2025,12/12/2025,Cycle Inspection / Initial Inspection,40.823678037301,-73.836420051252,210,13,009000,2080263,2055597501,BX09,POINT (-73.836420051252 40.823678037301)
50150473,IL NONNO,Queens,25-17,ASTORIA BOULEVARD,11102,3478080087,Italian,05/01/2024,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,19,N,,12/12/2025,Pre-permit (Non-operational) / Initial Inspection,40.771247554969,-73.922464495059,401,22,006900,4018506,4008610010,QN71,POINT (-73.922464495059 40.771247554969)
50038898,NEW GREAT WALL CHINESE RESTAURANT,Queens,69-13,WOODSIDE AVENUE,11377,7188980815,Chinese,03/07/2023,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared.  Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing.  ROP food prepared on premises transported to another site.",Critical,24,B,03/07/2023,12/12/2025,Cycle Inspection / Re-inspection,40.742661374534,-73.895424829731,402,26,026500,4030562,4013090073,QN50,POINT (-73.895424829731 40.742661374534)
50066881,REMI FLOWER & COFFEE,Manhattan,906,2 AVENUE,10017,6465591233,Coffee/Tea,03/26/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,21,,,12/12/2025,Cycle Inspection / Initial Inspection,40.753796505722,-73.969291370889,106,04,009000,1038916,1013410001,MN19,POINT (-73.969291370889 40.753796505722)
50146627,EL BURRITO LOCO,Brooklyn,6,SUTTER AVENUE,11212,3473657642,Mexican,03/25/2024,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,10,A,03/25/2024,12/12/2025,Pre-permit (Operational) / Re-inspection,40.665250375372,-73.922901780119,316,41,090000,3326643,3035300008,BK81,POINT (-73.922901780119 40.665250375372)
50105889,BUFFALO WILD WINGS,Queens,134-15,20 AVENUE,11356,7183539453,American,03/14/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A,03/14/2023,12/12/2025,Cycle Inspection / Initial Inspection,40.781655767984,-73.834425749799,407,19,094500,4462124,4041430040,QN49,POINT (-73.834425749799 40.781655767984)
41389861,WINE 30,Manhattan,41,EAST   30 STREET,10016,2124810197,Mediterranean,03/15/2022,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,,12/12/2025,Cycle Inspection / Initial Inspection,40.74503551785,-73.984294039777,105,02,007400,1016963,1008600031,MN17,POINT (-73.984294039777 40.74503551785)
50093120,MELONPANNA TEA & SHOT,Brooklyn,5105,7 AVENUE,11220,3472566022,Bakery Products/Desserts,02/24/2022,Violations were cited in the following area(s).,20F,Current letter grade sign not posted.,Not Critical,,,,12/12/2025,Administrative Miscellaneous / Initial Inspection,40.641772572728,-74.006594038526,307,43,010800,3013732,3008020007,BK34,POINT (-74.006594038526 40.641772572728)
50001085,DUNKIN,Manhattan,49,NASSAU STREET,10038,2125668650,Donuts,03/10/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,30,,,12/12/2025,Cycle Inspection / Initial Inspection,40.708879429923,-74.009085884999,101,01,001502,1001083,1000640007,MN25,POINT (-74.009085884999 40.708879429923)
50086558,JEN'S ROTI SHOP AND BAKERY,Brooklyn,838,FLATBUSH AVENUE,11226,7189757313,Caribbean,06/06/2022,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,A,06/06/2022,12/12/2025,Cycle Inspection / Initial Inspection,40.651901938616,-73.959103520872,314,40,050801,3116573,3050820023,BK42,POINT (-73.959103520872 40.651901938616)
50101639,ISLAND SEA LOUNGE,Brooklyn,1440,UTICA AVENUE,11203,3475926015,Caribbean,11/08/2025,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,51,,,12/12/2025,Cycle Inspection / Initial Inspection,40.637367253539,-73.928857553779,317,45,093200,3327654,3047860082,BK91,POINT (-73.928857553779 40.637367253539)
50059089,LA ROJA DE TODOS,Queens,10802B,NORTHERN BOULEVARD,11368,7184243055,Chilean,01/28/2022,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,0,A,01/28/2022,12/12/2025,Cycle Inspection / Re-inspection,40.757811500731,-73.860907570178,403,21,038100,,4,QN26,POINT (-73.860907570178 40.757811500731)
50179425,GNOCCHI ON 9TH,Manhattan,470,3 AVENUE,10016,2012745976,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.744579033857,-73.978963829771,106,04,007200,1018480,1008880037,MN20,POINT (-73.978963829771 40.744579033857)
40577535,ESTIATORIO MILOS,Manhattan,125,WEST   55 STREET,10019,2122457400,Greek,07/09/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,07/09/2025,12/12/2025,Cycle Inspection / Initial Inspection,40.763506955506,-73.979275500684,105,04,013700,1076176,1010080019,MN17,POINT (-73.979275500684 40.763506955506)
50159864,PANSHI RESTAURANT & PARTY HALL,Queens,168-37,HILLSIDE AVENUE,11432,5169579029,Bangladeshi,09/30/2025,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,,,12/12/2025,Pre-permit (Operational) / Reopening Inspection,40.710434410339,-73.793703186574,408,24,045400,4311786,4098410058,QN35,POINT (-73.793703186574 40.710434410339)
41436878,CASA LEVER,Manhattan,390,PARK AVENUE,10022,2128882700,Italian,04/04/2024,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,4,A,04/04/2024,12/12/2025,Cycle Inspection / Re-inspection,40.759413063897,-73.972360616364,105,04,010200,1035732,1012890036,MN17,POINT (-73.972360616364 40.759413063897)
50010711,212 STEAKHOUSE,Manhattan,316,EAST   53 STREET,10022,9294357300,Steakhouse,02/02/2023,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,19,,,12/12/2025,Cycle Inspection / Initial Inspection,40.756482854135,-73.966532447413,106,04,009800,1039814,1013450045,MN19,POINT (-73.966532447413 40.756482854135)
50033380,TEA AND MILK,Queens,32-02,34 AVENUE,11106,9174980618,Coffee/Tea,05/18/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,05/18/2023,12/12/2025,Cycle Inspection / Initial Inspection,40.759219823717,-73.926326467979,401,22,005700,4008195,4006090027,QN70,POINT (-73.926326467979 40.759219823717)
50160659,JAEW THAI CUISINE,Brooklyn,416,CHURCH AVENUE,11218,9176223805,Thai,04/28/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,28,,,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.644086914615,-73.976339909841,312,39,049400,3124664,3053370062,BK41,POINT (-73.976339909841 40.644086914615)
50124735,MANHATTAN VALLEY,Manhattan,2636,BROADWAY,10025,2122229222,Indian,09/11/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A,09/11/2024,12/12/2025,Cycle Inspection / Initial Inspection,40.797111661261,-73.969975601983,107,07,018700,1056464,1018710042,MN12,POINT (-73.969975601983 40.797111661261)
41318475,IHOP,Queens,98-01,LIBERTY AVENUE,11417,7186596501,Pancakes/Waffles,03/16/2022,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,03/16/2022,12/12/2025,Cycle Inspection / Re-inspection,40.680940552338,-73.841209817011,410,32,004002,4535010,4091210024,QN56,POINT (-73.841209817011 40.680940552338)
50155998,EL PARADOR CAFE,Manhattan,325,EAST   34 STREET,10016,2126796812,Mexican,09/16/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25,Z,09/16/2025,12/12/2025,Pre-permit (Operational) / Re-inspection,40.744347644967,-73.974846183581,106,02,007800,1021901,1009400016,MN20,POINT (-73.974846183581 40.744347644967)
50145848,FELLINI,Manhattan,120,THOMPSON STREET,10012,6469228033,Coffee/Tea,01/22/2024,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,43,,,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.725922041739,-74.001742599867,102,01,004900,1007731,1005020016,MN24,POINT (-74.001742599867 40.725922041739)
50133338,ART COLLECTIVE CAFE,Brooklyn,97A,7TH AVE,11215,7184961282,Coffee/Tea,02/07/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,21,B,02/07/2025,12/12/2025,Cycle Inspection / Re-inspection,40.674194245262,-73.97562980656,306,39,015700,3024629,3010650001,BK37,POINT (-73.97562980656 40.674194245262)
50148994,GELATOVILLE,Manhattan,692,9 AVENUE,10036,6469547576,Bakery Products/Desserts,03/04/2025,Violations were cited in the following area(s).,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,12/12/2025,Administrative Miscellaneous / Initial Inspection,40.761954862269,-73.990047708135,104,03,012700,1025121,1010380064,MN15,POINT (-73.990047708135 40.761954862269)
41081933,SHILA BAR & WINE,Bronx,629,CRESCENT AVENUE,10458,3472702701,Coffee/Tea,06/25/2024,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,12/12/2025,Smoke-Free Air Act / Initial Inspection,40.853848990065,-73.887278626573,206,15,039100,2012154,2030740011,BX06,POINT (-73.887278626573 40.853848990065)
50120293,FAITH CHINESE FOOD,Brooklyn,170,GRAHAM AVENUE,11206,7185992489,Chinese,02/08/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,25,,,12/12/2025,Cycle Inspection / Initial Inspection,40.707512560814,-73.943220695775,301,34,049300,3327942,3030530002,BK78,POINT (-73.943220695775 40.707512560814)
50085479,JACK'S WIFE FREDA,Manhattan,116,8 AVENUE,10011,9178683463,Mediterranean,08/31/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11,A,08/31/2022,12/12/2025,Cycle Inspection / Re-inspection,40.740872775677,-74.001688862208,104,03,008100,1081541,1007650001,MN13,POINT (-74.001688862208 40.740872775677)
50053671,ARIRANG USA,Queens,41-04,163 STREET,11358,7183210185,Korean,12/15/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,12/15/2022,12/12/2025,Cycle Inspection / Initial Inspection,40.76120418231,-73.802919971,407,20,117100,4120468,4053360019,QN51,POINT (-73.802919971 40.76120418231)
50048250,POMME PALAIS,Manhattan,455,MADISON AVENUE,10022,2128887000,French,05/14/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12,A,05/14/2024,12/12/2025,Cycle Inspection / Initial Inspection,40.758107248991,-73.975393238921,105,04,010200,1035462,1012860021,MN17,POINT (-73.975393238921 40.758107248991)
50157671,MIRNA'S PUPUSERIA,Brooklyn,8523,12 AVENUE,11228,9295426410,Latin American,07/09/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,26,Z,07/09/2025,12/12/2025,Pre-permit (Operational) / Re-inspection,40.615797806332,-74.015671833106,310,50,014800,3165535,3063380001,BK30,POINT (-74.015671833106 40.615797806332)
41025692,IL PICCOLO BUFALO,Manhattan,141,MULBERRY STREET,10013,2122199068,Italian,03/20/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,03/20/2023,12/12/2025,Cycle Inspection / Re-inspection,40.718697803329,-73.997619066734,102,01,004100,1003079,1002360025,MN24,POINT (-73.997619066734 40.718697803329)
50131563,NEW CANARSIE CHICKEN & GYRO,Brooklyn,1206,REMSEN AVENUE,11236,3473246907,Chicken,06/28/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11,A,06/28/2024,12/12/2025,Cycle Inspection / Initial Inspection,40.640084438484,-73.905826531491,318,46,096600,3225340,3080260045,BK50,POINT (-73.905826531491 40.640084438484)
50088548,THE CASTELLO PLAN,Brooklyn,1213,CORTELYOU ROAD,11218,9177834812,American,03/07/2024,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,9,A,03/07/2024,12/12/2025,Cycle Inspection / Re-inspection,40.640132075161,-73.966846856544,314,40,152200,3118320,3051430084,BK42,POINT (-73.966846856544 40.640132075161)
